"animal","mother","father","hatch.mass","week2.mass","week2.tarsus","week4.mass","week4.tarsus","adult.tarsus","egg.mass","maternal.line","paternal.line","sex","replicate","hatching.day","hatch.env","week2.env","week4.env","survive","exclude.surv"
"CY3429","A1616","A1534",7.49,63.6,31.1,150.9,38.5,39.3,10.57,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CR1478","A1532","A1583",8.7,60.3,31.7,143.3,41.3,41.7,11.99,"H","H","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1461","A1515","A1596",10.49,69.9,30.8,159.9,39.5,40.3,14.23,"H","L","Female","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3425","A1580","A1626",6.94,56,27.2,120.7,33.9,34.9,9.94,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1432","A1648","A1597",8.07,59.9,29.2,138.8,36.4,36.4,11.7,"H","L","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1469","A1584","A1594",9.48,67.7,32.1,152,40.8,41.7,13.55,"H","H","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3406","A1487","A1608",8.11,60.6,30.9,141.2,39.1,39.9,11.64,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3405","A1483","A1491",9.22,59.7,29.5,140.1,39,39.8,12.78,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CY3394","A1625","A1549",5.82,49.2,26.7,129,35.5,36.3,8.52,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3423","A1604","A1599",8.89,61.3,31.1,148.4,39,39.5,11.96,"L","H","Female","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CR1468","A1512","A1551",8.23,57.1,30.1,126.9,37.7,38.2,12.13,"H","L","Female","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1441","A1595","A1610",10.14,62.2,30.5,134.7,37.8,38.4,14.101,"H","H","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3421","A1651","A1576",8,53.9,28.8,136.4,38.4,NA,11.33,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3435","A1630","A1486",7.42,53.1,29.3,132.2,38.3,39.2,11.05,"L","L","Male","1","17","1a 2","1a 2 2","1a 2 K",1,FALSE
"CY3422","A1553","A1485",6.39,49,28.4,127.8,38.8,40.1,9.85,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CY3396","A1582","A1588",7.75,55.1,28.5,131.4,36.5,37.1,11.26,"L","H","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1440","A1569","A1642",7.21,49.6,27.9,126.2,37.3,38.2,10.42,"H","L","Male","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CR1436","A1615","A1600",8.2,55.7,30.8,147.4,41.1,42.2,11.51,"H","L","Female","1","17","1a 2","1a 2 4","1a 2 G",1,FALSE
"CY3387","A1568","A1565",7.33,64.6,30.7,140.9,39.1,40.2,10.83,"L","H","Female","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1442","A1564","A1545",8.4,67.4,32,153.8,40,40.3,12.08,"H","H","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1430","A1546","A1527",9.49,64.6,31.1,152.8,40,40.6,13.3,"H","H","Female","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1450","A1523","A1490",8.77,56.7,29.5,138.2,38.3,39.6,12.16,"H","H","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CY3389","A1541","A1650",5.74,46.4,26.6,117.8,34.5,35.9,8.63,"L","L","Male","1","17","1a 2","1a 2 4","1a 2 K",1,FALSE
"CR1496","A1700","A1729",8.23,58.7,31.2,149.5,40.2,41.2,12.08,"H","L","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3497","A1717","A1779",8.2,54.3,29.7,146.2,38,38.5,11.43,"L","H","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1532","A1765","A1655",10.15,65,30.9,158.5,39.4,39.9,14.33,"H","L","Male","2","18","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3450","A1723","A1783",8.09,53,29.3,129,38.4,39.5,11.48,"L","H","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3455","A1794","A1733",8.8,46,28.2,102.4,36.9,38.9,12.21,"L","L","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1499","A1772","A1754",10.45,56.8,31.8,147.6,41.4,42.1,14.09,"H","H","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1500","A1738","A1735",8,42.8,26.9,115.4,36.6,37.6,11.37,"H","H","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3498","A1661","A1672",6.73,50.6,28.5,128.5,37,37.2,10.79,"L","L","Male","2","18","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3501","A1739","A1773",8.13,51.8,29.3,131.2,38.3,39.1,11.97,"L","H","Male","2","18","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1489","A1748","A1689",9.95,54.7,31.1,145.4,40.8,NA,14.23,"H","H","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1497","A1791","A1705",8.64,52.6,29.9,125.8,38.2,39.6,12.48,"H","H","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3452","A1727","A1721",8.68,52,30.1,126.9,39.5,41.1,12.43,"L","H","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3457","A1727","A1721",8.51,54.4,30.1,138.5,39.1,39.85,12.28,"L","H","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3459","A1671","A1790",7.72,45.4,28.6,121.6,39.9,42.8,11.08,"L","H","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1490","A1664","A1670",8.73,59.4,30.5,141,38.8,40.2,12.56,"H","L","Female","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3500","A1760","A1775",8.36,50.9,29.3,126.5,39.2,41.1,11.75,"L","L","Female","2","18","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1493","A1700","A1729",8.16,55.4,31.1,139.9,40.1,41,11.93,"H","L","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1494","A1700","A1729",8.19,49.1,29.3,125.8,38.2,39.7,11.96,"H","L","Male","2","17","2a 1","2a 1 1","2a 1 A",1,FALSE
"CR1533","A1772","A1754",9.62,50.3,28.8,132.6,38,39.7,13.73,"H","H","Female","2","18","2a 1","2a 1 1","2a 1 A",1,FALSE
"CY3449","A1785","A1678",8.04,56.3,31.4,144.1,38.9,39.9,11.45,"L","L","Male","2","17","2a 1","2a 1 1","2a 1 B",1,FALSE
"CR1498","A1748","A1689",9.49,51.7,31.5,138,40.9,42.75,13.84,"H","H","Female","2","17","2a 1","2a 1 1","2a 1 B",1,FALSE
"CY3453","A1794","A1733",8.64,52.2,29.2,118.6,37.3,39,12.28,"L","L","Male","2","17","2a 1","2a 1 1","2a 1 B",1,FALSE
"CY3454","A1671","A1790",7.51,43.4,29.3,118.1,39.1,41.45,10.9,"L","H","Female","2","17","2a 1","2a 1 1","2a 1 B",1,FALSE
"CY3461","A1671","A1790",7.49,47,28.6,124,36.7,38.4,10.76,"L","H","Male","2","17","2a 1","2a 1 1","2a 1 B",1,FALSE
"CR1504","A1703","A1679",8.6,60,32,138.4,40.2,41.2,12.57,"H","L","Male","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3473","A1686","A1684",7.92,63.4,30.3,143.2,37.3,37.8,11.45,"L","L","Male","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CR1502","A1761","A1713",8.38,64.5,30.6,160.1,38.4,39.1,11.79,"H","H","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3465","A1695","A1786",8.52,56,30.6,133.4,37.8,38.4,11.96,"L","L","Male","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3474","A1686","A1684",8.77,58.8,31.2,128.6,39,41.1,12.55,"L","L","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3466","A1677","A1707",8.43,65.2,32.2,158.6,39.5,40,12.1,"L","H","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3470","A1787","A1656",7.62,57.5,30.8,136.5,38.6,38.5,10.84,"L","H","Male","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CR1503","A1691","A1743",8.76,67.2,31.8,157.5,39.5,39.9,12.47,"H","L","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CR1515","A1719","A1782",7.91,51,28.9,126.6,36.7,37.7,11.16,"H","H","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CR1507","A1761","A1713",8.87,60.9,30.9,153,38.4,38.9,12.55,"H","H","Male","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3467","A1695","A1786",8.34,50.4,29.7,123.4,38.5,40.7,11.56,"L","L","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CY3506","A1677","A1707",7.92,48.1,30,124.5,38.8,39.6,11.65,"L","H","Female","2","18","2a 1","2a 1 2","2a 1 B",1,FALSE
"CR1513","A1719","A1782",7.5,51.7,28.7,140.4,37.2,38.1,10.43,"H","H","Female","2","17","2a 1","2a 1 2","2a 1 B",1,FALSE
"CR1518","A1741","A1658",9.13,55.3,30.1,158,38.9,39.9,12.97,"H","L","Female","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CR1512","A1741","A1658",8.54,54.1,30.2,135.5,38.6,39.7,12.13,"H","L","Female","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CR1516","A1719","A1782",8.17,49.4,28.7,127,36.1,37.6,11.21,"H","H","Male","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CY3468","A1695","A1786",8.51,54.7,29.7,122.1,36.8,37.5,11.92,"L","L","Male","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CY3469","A1787","A1656",7.35,56.9,30.9,133,37.6,38.3,10.89,"L","H","Male","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CY3463","A1695","A1786",8.33,50.9,29.4,123.1,37.6,38.8,11.83,"L","L","Male","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CR1510","A1761","A1713",8.88,54.8,31.4,131.8,39.2,40.5,12.75,"H","H","Female","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CY3464","A1787","A1656",7.74,49.8,30.2,136.4,38.9,40.7,10.81,"L","H","Female","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CR1508","A1738","A1735",8.06,64.9,30.9,142.5,38.2,38.2,11.6,"H","H","Male","2","17","2a 1","2a 1 2","2a 1 C",1,FALSE
"CR1536","A1741","A1658",8.84,45.5,28.3,121.8,38,39.2,12.64,"H","L","Male","2","18","2a 1","2a 1 2","2a 1 C",1,FALSE
"CR1535","A1765","A1655",10.07,54.3,29.3,125.1,37.7,38.45,13.92,"H","L","Female","2","18","2a 1","2a 1 2","2a 1 C",1,FALSE
"CY3505","A1794","A1733",8.34,44.9,28,109.8,37.1,39.8,12.78,"L","L","Male","2","18","2a 1","2a 1 2","2a 1 C",1,FALSE
"CY3492","A1717","A1779",8.22,54.4,29.3,129.3,37.2,38.3,11.69,"L","H","Female","2","17","2a 1","2a 1 3","2a 1 C",1,FALSE
"CR1541","A1772","A1754",10.11,58.6,31.3,143,39.9,40.85,14.08,"H","H","Female","2","18","2a 1","2a 1 3","2a 1 C",1,FALSE
"CR1528","A1765","A1655",10.59,71.5,32.5,163.4,39.8,40.4,14.2,"H","L","Male","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3477","A1795","A1716",8.57,57.8,31.7,125.6,40,41.9,12.01,"L","H","Female","2","17","2a 1","2a 1 3","2a 1 C",1,FALSE
"CY3485","A1785","A1678",7.68,59.9,31.5,142.3,40,41.2,10.99,"L","L","Female","2","17","2a 1","2a 1 3","2a 1 C",1,FALSE
"CY3478","A1699","A1745",7.99,57.9,28.6,141.2,36.6,37.5,11.71,"L","L","Male","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3491","A1795","A1716",8.31,60.6,30.9,134.8,38.9,40,12.07,"L","H","Male","2","17","2a 1","2a 1 3","2a 1 C",1,FALSE
"CY3495","A1734","A1697",6.85,54.9,29.6,134.3,38.2,39.2,10.02,"L","L","Female","2","17","2a 1","2a 1 3","2a 1 C",1,FALSE
"CR1526","A1749","A1667",9.7,68.7,32.4,165.4,40.1,41.3,13.62,"H","H","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3494","A1717","A1779",7.76,56.1,30,139.5,37.6,37.8,11.1,"L","H","Male","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3488","A1739","A1773",8.5,68.2,31.7,169.7,41.3,41.7,12.08,"L","H","Male","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1530","A1749","A1667",9.79,61.3,30.7,155.9,38.8,40.2,13.58,"H","H","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1538","A1762","A1668",9.88,60.8,31.8,160,40.6,41.2,14.96,"H","H","Male","2","18","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3508","A1739","A1773",8.11,59.5,31.5,150.7,40.9,41.6,11.87,"L","H","Male","2","18","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3490","A1683","A1706",7.09,46.9,27.7,127.6,35.7,36.9,10.27,"L","H","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1539","A1742","A1759",9.28,63.8,31.4,160.4,40.3,41.8,13.9,"H","L","Female","2","18","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3481","A1683","A1706",7.37,44.7,27.8,119.3,36.7,38.4,10.31,"L","H","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3482","A1699","A1745",8.27,51.9,27.7,136,36.7,38.1,11.707,"L","L","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1522","A1762","A1668",9.98,55.3,29.1,163.5,38.9,40,14.59,"H","H","Male","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1519","A1674","A1751",8.43,39.6,27.5,106.9,37.2,40.2,12.05,"H","H","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1520","A1719","A1782",7.39,50.3,28.6,140.5,38.3,39.1,10.22,"H","H","Male","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1529","A1780","A1676",7.34,43,27.6,130.6,39.6,NA,10.31,"H","H","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CY3484","A1760","A1775",8.58,46.8,27.6,125.3,37.2,39.05,11.86,"L","L","Female","2","17","2a 1","2a 1 3","2a 1 H",1,FALSE
"CR1525","A1765","A1655",10.43,62.9,30.5,144,39.3,40.8,13.84,"H","L","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3483","A1699","A1745",7.94,51,27.2,145.1,37.5,38.5,11.48,"L","L","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1514","A1741","A1658",9.27,56.9,29.7,143.4,38.1,38.7,13,"H","L","Female","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1527","A1749","A1667",9.44,69,32.1,154,39.2,40.3,13.07,"H","H","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1531","A1742","A1759",9.5,81.7,33.1,183.1,41.3,41.9,13.02,"H","L","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CY3496","A1717","A1779",8.3,54.6,29.1,133.4,37.6,38.4,11.72,"L","H","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1501","A1748","A1689",9.13,54.8,30.5,133.4,39,40.6,13.54,"H","H","Female","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1511","A1761","A1713",8.54,58.4,30.1,138.6,37.8,38.4,12.11,"H","H","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1505","A1738","A1735",8.09,44.6,27.7,100,35.7,37.8,11.25,"H","H","Female","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CY3448","A1794","A1733",8.6,58.6,28.7,129.1,36.8,37.5,12.36,"L","L","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1521","A1762","A1668",9.98,60.6,31.8,147,40.3,41.5,14.6,"H","H","Female","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1491","A1700","A1729",8.26,55.1,30.3,136.9,38.3,41,12.1,"H","L","Female","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CY3451","A1723","A1783",7.53,55.7,29,133.7,36.6,37.4,11.52,"L","H","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1509","A1691","A1743",9.25,68.2,31.5,165.6,39.3,40.3,13.1,"H","L","Female","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CY3499","A1736","A1693",7.19,52,29.3,131.9,38.5,40,10.76,"L","L","Female","2","18","2a 1","2a 1 4","2a 1 I",1,FALSE
"CY3502","A1686","A1684",7.45,60,29.4,138.8,38,39.5,11.47,"L","L","Female","2","18","2a 1","2a 1 4","2a 1 I",1,FALSE
"CY3476","A1760","A1775",8.14,43.5,26.5,111.6,35.9,37.6,11.75,"L","L","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1495","A1664","A1670",8.62,58.3,30.8,133.8,38.4,39.4,12.54,"H","L","Male","2","17","2a 1","2a 1 4","2a 1 I",1,FALSE
"CR1506","A1780","A1676",8.25,52.9,29.9,144.8,40.3,41.2,11.26,"H","H","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3456","A1671","A1790",7.47,62.8,30.2,141.7,38.3,39,10.79,"L","H","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3487","A1795","A1716",8.36,60.9,30.6,140.2,38,38.8,12.01,"L","H","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1517","A1719","A1782",7.77,32.5,24.4,113.9,35.5,38.1,10.56,"H","H","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3489","A1785","A1678",8.2,43.6,27.4,125.6,36.2,38.4,11.61,"L","L","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3458","A1661","A1672",7.31,54.7,29.3,127.5,36.3,37.4,10.88,"L","L","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1523","A1674","A1751",8.29,44.6,28.4,113.6,37.3,39.8,11.85,"H","H","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3480","A1739","A1773",8.41,56,30.2,133.7,37.5,38.8,12.03,"L","H","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1524","A1712","A1715",9.18,46.9,28.4,118.3,37.5,39.4,12.81,"H","L","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1540","A1704","A1708",9.82,47.8,29,132.3,38.6,40.2,13.83,"H","L","Male","2","18","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3472","A1695","A1786",8.4,50.6,29.4,131.2,38,39.5,11.76,"L","L","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1537","A1772","A1754",9.79,49,29,136,39.1,41,13.94,"H","H","Female","2","18","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1492","A1791","A1705",8.72,53,29.1,140.9,37.2,38.3,12.46,"H","H","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3471","A1787","A1656",7.39,51.3,28.3,133.4,36.6,36.4,11.02,"L","H","Male","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CR1534","A1703","A1679",8.82,56.7,30.8,144.2,41.2,42.4,12.86,"H","L","Female","2","18","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3475","A1709","A1711",7.12,43.3,27.4,123.8,37.3,39.4,10.3,"L","H","Female","2","17","2a 1","2a 1 4","2a 1 J",1,FALSE
"CY3517","A1785","A1678",8.11,59,30.7,153.1,39.8,40.25,11.23,"L","L","Female","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1599","A1742","A1759",8.99,64.7,29.9,159.7,40,40,13.81,"H","L","Male","2","18","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3516","A1785","A1678",7.66,57.9,31.7,141.4,39.9,39.4,10.88,"L","L","Male","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1552","A1691","A1743",8.23,64.3,30,161.7,38.6,NA,12.35,"H","L","Female","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1546","A1791","A1705",9.03,54.2,29.7,146.3,38.7,39.7,12.83,"H","H","Male","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3566","A1787","A1656",7.14,42.3,26.5,123.8,37.2,38.9,10.71,"L","H","Male","2","18","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3520","A1734","A1697",7.12,45.5,28.2,125.9,37.8,38.9,10.27,"L","L","Male","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1549","A1741","A1658",9.41,64.6,30.7,166.3,38.1,38.5,13.34,"H","L","Female","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3521","A1787","A1656",7.45,55.5,30.6,141,38.3,37.9,10.55,"L","H","Male","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1551","A1712","A1715",10.03,75.6,32.7,210,40.9,41.7,13.7,"H","L","Male","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1547","A1742","A1759",9.93,73.3,33.1,178.1,41,41.1,13.53,"H","L","Female","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1548","A1741","A1658",9.67,70.3,32.3,169.3,39.9,39.95,13.37,"H","L","Female","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3522","A1734","A1697",6.95,48.7,29.3,132,38.1,39.3,10.19,"L","L","Female","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1601","A1691","A1743",7.15,53.5,28.8,153.1,39.3,40.5,11.91,"H","L","Female","2","18","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3564","A1709","A1711",6.5,29.1,24.2,103.3,35.9,39.1,10.18,"L","H","Female","2","18","2a 2","2a 2 5","2a 2 K",1,FALSE
"CY3562","A1723","A1783",7.69,49.9,28.4,132.9,36.8,37.1,11,"L","H","Male","2","17","2a 2","2a 2 5","2a 2 K",1,FALSE
"CR1603","A1765","A1655",9.79,52.1,29.3,134.5,39.1,40.3,13.5,"H","L","Female","2","18","2a 2","2a 2 5","2a 2 L",1,FALSE
"CR1560","A1765","A1655",10.32,57.9,30,159.8,39.8,40.4,13.53,"H","L","Female","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CR1590","A1791","A1705",8.95,56.6,30.2,143.6,38.3,38.1,12.83,"H","H","Male","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CY3509","A1695","A1786",9.12,58.2,30.6,152.6,39.6,40.2,12.41,"L","L","Female","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CR1608","A1749","A1667",9.17,59.4,30.1,155.9,40.1,40.1,13.03,"H","H","Male","2","18","2a 2","2a 2 5","2a 2 L",1,FALSE
"CR1559","A1749","A1667",9.83,63.1,31.7,154.2,39.2,39.6,13.25,"H","H","Male","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CR1557","A1738","A1735",7.62,44,27.6,121.1,36.4,37.6,11.18,"H","H","Male","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CY3513","A1683","A1706",6.23,45.4,27,113.1,35.2,36.6,9.44,"L","H","Male","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CY3519","A1717","A1779",7.68,47.9,28.8,126.9,37.5,38.2,11.37,"L","H","Male","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CY3511","A1760","A1775",8.96,58.1,30,139.4,38.1,38.9,12.68,"L","L","Female","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CY3534","A1686","A1684",8.33,64.9,30.3,156.6,37,37.8,11.47,"L","L","Male","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CR1568","A1749","A1667",9.74,62.4,30.7,153.5,39,39.6,13.36,"H","H","Female","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CR3528","A1787","A1656",7.23,55.1,30,137.3,37.7,37.6,10.81,"L","H","Male","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CY3530","A1785","A1678",7.34,46,27.9,121.2,38.4,40.5,11,"L","L","Female","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CR1562","A1749","A1667",9.44,65.8,32.2,162.9,40.8,41.15,12.92,"H","H","Female","2","17","2a 2","2a 2 5","2a 2 L",1,FALSE
"CY3531","A1739","A1773",7.67,63.3,31,151.6,39.9,39.9,10.81,"L","H","Male","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CR1567","A1765","A1655",10.35,52.9,29,132.8,38,38.6,13.66,"H","L","Female","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CR1591","A1700","A1729",8.52,58.5,30.9,146.7,40,39.7,12.42,"H","L","Male","2","17","2a 2","2a 2 6","2a 2 L",1,FALSE
"CY3540","A1727","A1721",8.5,53.9,29.2,137.8,39,39,12.33,"L","H","Male","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3535","A1727","A1721",8.75,52.3,28.5,133.2,38.6,39.6,12.35,"L","H","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1604","A1742","A1759",9.39,60.3,30.5,152.1,40.2,41.5,13.66,"H","L","Male","2","18","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1574","A1674","A1751",9.11,67.5,32.6,158.8,40.2,40,12.66,"H","H","Male","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3537","A1760","A1775",8.7,53.8,30,132,38.7,39.5,11.91,"L","L","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1597","A1719","A1782",8.51,51.1,28.4,142.6,38.9,40.3,13.13,"H","H","Female","2","18","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1569","A1691","A1743",8.47,55.3,29.4,146.4,38.7,39.45,12.04,"H","L","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3539","A1719","A1782",8.78,41.1,26.2,116,36.5,38.5,12.21,"H","H","Male","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1570","A1674","A1751",8.01,52.9,29.3,128.7,38.4,39.8,11.69,"H","H","Male","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1561","A1765","A1655",10.29,64.3,30.9,162.4,39.7,39.9,13.49,"H","L","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3536","A1686","A1684",8.5,58.1,30.6,148.2,39.1,39.6,11.67,"L","L","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3525","A1695","A1786",8.28,50.6,28.5,129.5,37.4,37.7,11.93,"L","L","Male","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3524","A1695","A1786",8.61,63.2,30.4,153.8,40.1,41.1,12.33,"L","L","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
