Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0074916	835	373	574	112	42	38	489	630	906	66	65	53	368.04	675	61	0.091	-3.455	7.23320287994817e-16	5.88749836232872e-13	0.1032	0.1167
FBtr0334867	2134	498	661	115	48	111	1250	841	1043	68	74	154	571.67	1045	99	0.094	-3.413	1.24489569487725e-15	9.69232487311605e-13	0.1047	0.1005
FBtr0310637	676	488	516	74	44	34	396	824	814	43	68	47	365.48	678	53	0.078	-3.685	1.48711996880977e-15	1.10957738672819e-12	0.1175	0.1171
FBtr0072956	13495	5758	5088	1100	962	905	7908	9720	8028	647	1492	1255	4841.45	8552	1131	0.132	-2.92	7.5687018759296e-15	4.84045516043826e-12	0.0875	0.0875
FBtr0072393	1894	668	784	266	128	145	1110	1128	1237	156	198	201	671.73	1158	185	0.16	-2.647	9.5942407714803e-15	5.72680231649659e-12	0.0719	0.0961
FBtr0112532	266	48	85	11	1	1	156	81	134	6	2	1	63.4	124	3	0.031	-4.997	9.41619733110282e-15	5.72680231649659e-12	0.168	0.1776
FBtr0334282	323	123	139	24	5	10	189	208	219	14	8	14	108.66	205	12	0.06	-4.057	1.01748874555843e-14	5.87747450539186e-12	0.1324	0.1672
FBtr0075753	7338	2708	2390	1327	534	573	4300	4571	3771	780	828	795	2507.46	4214	801	0.19	-2.396	1.67051983595516e-14	9.0648480916512e-12	0.0627	0.085
FBtr0085735	202	73	73	7	6	4	118	123	115	4	9	6	62.62	119	6	0.051	-4.304	3.24511667675328e-14	1.70912659795944e-11	0.1338	0.1777
FBtr0111030	6171	1226	985	666	132	170	3616	2070	1554	391	205	236	1345.27	2413	277	0.115	-3.116	3.67880080661632e-14	1.88217960125939e-11	0.1025	0.0861
FBtr0089484	1395	441	447	213	51	49	817	744	705	125	79	68	423.23	755	91	0.122	-3.041	5.218807258874e-14	2.52576166445018e-11	0.0966	0.111
FBtr0335024	11505	3315	2193	1655	561	471	6742	5596	3460	973	870	653	3048.92	5266	832	0.158	-2.661	7.89112468437407e-14	3.71858867692333e-11	0.0803	0.0855
FBtr0302694	3011	1194	1189	564	253	314	1764	2016	1876	332	392	436	1135.87	1885	387	0.205	-2.288	2.72666117639896e-13	1.19088589477503e-10	0.0629	0.0874
FBtr0089348	4028	1083	1041	791	192	201	2360	1828	1642	465	298	279	1145.39	1943	347	0.179	-2.48	6.25138588235259e-13	2.54417197716563e-10	0.0755	0.0873
FBtr0081958	118	26	37	3	3	1	69	44	58	2	5	1	29.87	57	3	0.043	-4.536	2.53287567787717e-12	9.65025633271201e-10	0.1405	0.1709
FBtr0076459	537	186	188	51	25	31	315	314	297	30	39	43	172.83	309	37	0.12	-3.062	2.86943298995931e-12	1.04863135818778e-09	0.1071	0.1502
FBtr0344554	450	60	65	15	5	4	264	101	103	9	8	6	81.61	156	8	0.049	-4.359	3.27526849115269e-12	1.17300465742143e-09	0.1822	0.1739
FBtr0073423	3319	583	819	387	113	51	1945	984	1292	227	175	71	782.43	1407	158	0.113	-3.149	5.42405657373344e-12	1.90448198168323e-09	0.1252	0.0927
