Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0472696	181	98	77	1067	587	912	106	165	121	627	910	1265	532.54	131	934	7.155	2.839	2.67736569412295e-12	9.98824739263743e-10	0.0996	0.1027
FBtr0113386	19	6	5	229	84	72	11	10	8	135	130	100	65.64	10	122	12.127	3.6	9.66182075407071e-12	3.26441932534234e-09	0.1309	0.1773
FBtr0072635	123	48	34	665	381	334	72	81	54	391	591	463	275.27	69	482	6.961	2.799	2.30621558581337e-11	7.64766712873334e-09	0.1036	0.1294
FBtr0301964	145	145	135	1290	1125	1369	85	245	213	758	1744	1899	824.02	181	1467	8.159	3.028	1.76365117124079e-10	5.44512095231186e-08	0.1363	0.0917
FBtr0078841	28	10	12	309	92	104	16	17	19	182	143	144	86.79	17	156	8.987	3.168	2.32302020091923e-10	6.93305378964345e-08	0.1292	0.1728
FBtr0332478	60	17	29	289	275	213	35	29	46	170	426	295	166.88	37	297	8.092	3.017	1.15815165581039e-09	3.24047214071822e-07	0.1398	0.1517
FBtr0085987	11	3	4	97	47	43	6	5	6	57	73	60	34.56	6	63	10.213	3.352	1.42984474886236e-09	3.87942877543609e-07	0.1279	0.1737
FBtr0302034	146	69	58	1395	288	294	86	116	92	820	447	408	327.97	98	558	5.733	2.519	3.61062202417552e-09	9.2364869409873e-07	0.112	0.1214
FBtr0087870	4	2	1	48	20	26	2	3	2	28	31	36	17.1	2	32	12.572	3.652	4.84484240068684e-09	1.22192384322675e-06	0.1142	0.1568
FBtr0332202	609	176	176	3059	697	748	357	297	278	1798	1081	1037	807.98	311	1305	4.198	2.07	6.07683209713079e-09	1.45090443151095e-06	0.0826	0.0921
FBtr0076772	948	252	301	3104	1007	1183	556	425	475	1824	1561	1641	1080.41	485	1675	3.447	1.786	8.06297918986418e-09	1.87511387471296e-06	0.0637	0.0879
FBtr0342607	29	16	15	265	92	116	17	27	24	156	143	161	87.83	23	153	6.917	2.79	1.31453584186214e-08	2.80230872859826e-06	0.1302	0.1726
FBtr0344873	2	4	3	58	29	42	1	7	5	34	45	58	24.99	4	46	12.58	3.653	1.64998647602234e-08	3.43561718908512e-06	0.1527	0.1664
FBtr0301850	170	60	36	1089	263	263	100	101	57	640	408	365	278.39	86	471	5.462	2.449	1.76441659676652e-08	3.6316560917584e-06	0.1166	0.1287
FBtr0113380	5	2	2	59	20	22	3	3	3	35	31	31	17.61	3	32	10.06	3.331	2.03033020695678e-08	4.13149125181534e-06	0.111	0.158
FBtr0342813	191	137	117	1371	486	532	112	231	185	806	754	738	470.85	176	766	4.384	2.132	3.1143403371306e-08	6.06179265402148e-06	0.0948	0.1069
FBtr0332847	18	3	9	150	43	63	11	5	14	88	67	87	45.34	10	81	7.951	2.991	3.18103019026517e-08	6.12502232441704e-06	0.1416	0.1774
FBtr0110925	63	26	37	851	123	165	37	44	58	500	191	229	176.49	46	307	6.677	2.739	4.55328510857903e-08	8.31996698360457e-06	0.1483	0.1489
FBtr0085155	990	343	432	2901	1315	1530	580	579	682	1705	2039	2122	1284.49	614	1955	3.187	1.672	4.9115767980851e-08	8.88400057811212e-06	0.0631	0.0864
FBtr0333721	182	59	58	453	486	460	107	100	92	266	754	638	325.93	100	553	5.54	2.47	5.1874128876176e-08	9.28910025785684e-06	0.1278	0.1219
